GENEID	F01counts	C01counts	E01counts	G01counts	H01counts	D01counts
ENSG00000164647	1	0	0	0	1	0
ENSG00000164649	1686	568	2	1016	0	568
ENSG00000164651	0	0	0	0	0	0
ENSG00000164654	2456	471	50	247	2077	471
ENSG00000164659	1	236	0	97	0	236
ENSG00000164663	0	1	0	2	0	1
ENSG00000164669	0	0	0	0	0	0
ENSG00000164674	6568	1640	6	4396	8448	1640
ENSG00000164675	0	1	0	0	0	1
ENSG00000164683	0	0	0	0	0	0
ENSG00000164684	0	259	0	86	0	259
ENSG00000164687	1	65	1	16	20	65
ENSG00000164690	0	1	666	73	2	1
ENSG00000164691	4552	1720	8586	2532	2620	1720
ENSG00000164692	0	0	0	0	0	0
ENSG00000164694	0	0	0	0	1	0
ENSG00000164695	0	0	0	0	0	0
ENSG00000164707	0	269	0	45	0	269
ENSG00000164708	0	0	0	0	0	0
ENSG00000164713	1246	1436	3010	1179	2202	1436
ENSG00000164715	594	5	0	329	7	5
ENSG00000164729	0	0	0	0	0	0
ENSG00000164733	8234	11978	16130	7159	1396	11978
ENSG00000164736	0	0	0	0	0	0
ENSG00000164740	0	0	0	0	0	0
ENSG00000164741	0	0	0	0	0	0
ENSG00000164742	1	0	0	0	0	0
ENSG00000164743	0	0	0	0	0	0
ENSG00000164744	0	0	0	0	0	0
ENSG00000164746	0	0	0	0	0	0
ENSG00000164749	0	0	0	1	0	0
ENSG00000164751	115	401	0	964	1258	401
ENSG00000164754	12086	7306	17333	10985	26546	7306
ENSG00000164756	0	0	0	0	0	0
ENSG00000164758	1156	674	6	936	1044	674
ENSG00000164761	0	0	0	0	0	0
ENSG00000164764	0	0	0	0	0	0
ENSG00000164776	6	0	0	36	6	0
ENSG00000164778	0	0	0	0	0	0
ENSG00000164794	0	0	0	0	0	0
ENSG00000164796	0	0	5	0	0	0
ENSG00000164808	1632	1322	12197	991	929	1322
ENSG00000164815	2412	1160	2	1590	1	1160
ENSG00000164816	0	0	0	0	0	0
ENSG00000164818	785	767	5	226	1	767
ENSG00000164821	0	0	0	0	0	0
ENSG00000164822	0	0	0	0	0	0
ENSG00000164823	983	258	0	246	6516	258
ENSG00000164825	0	0	0	0	0	0
ENSG00000164828	2733	878	10	2870	1	878
ENSG00000164830	2309	1152	0	1832	3886	1152
ENSG00000164841	0	0	1	0	1	0
ENSG00000164845	2	24	0	11	0	24
ENSG00000164849	65	47	0	132	110	47
ENSG00000164850	0	0	0	0	0	0
ENSG00000164853	0	0	0	0	0	0
ENSG00000164855	0	0	0	0	0	0
ENSG00000164867	50	7	0	10	0	7
ENSG00000164871	0	0	0	0	0	0
ENSG00000164877	0	0	0	0	0	0
ENSG00000164879	0	0	0	0	0	0
ENSG00000164880	62	1209	7024	1938	322	1209
ENSG00000164885	0	20	277	183	1	20
ENSG00000164889	1331	1626	1	693	10	1626
ENSG00000164893	0	0	0	0	0	0
ENSG00000164896	5117	3514	5	3620	47	3514
ENSG00000164897	3790	2647	67	2403	3096	2647
ENSG00000164898	171	182	2416	121	14	182
ENSG00000164900	0	1	0	0	0	1
ENSG00000164902	1339	1852	1	3364	34	1852
ENSG00000164904	0	3	3	5	0	3
ENSG00000164916	300	1408	55	1204	3698	1408
ENSG00000164919	2730	2453	1699	1592	545	2453
ENSG00000164920	0	0	0	0	0	0
ENSG00000164924	14223	14263	1464	11672	15325	14263
ENSG00000164929	1	0	0	0	0	0
ENSG00000164930	0	0	0	163	162	0
ENSG00000164932	0	0	0	1	0	0
ENSG00000164933	0	45	0	2	6	45
ENSG00000164934	2956	2339	38	1906	4838	2339
ENSG00000164935	0	0	0	0	0	0
ENSG00000164938	1121	376	911	572	4450	376
ENSG00000164941	2517	1917	2000	2246	123	1917
ENSG00000164944	1944	566	9	514	1047	566
ENSG00000164946	0	0	1	0	0	0
ENSG00000164949	319	328	16	85	0	328
ENSG00000164951	2577	1935	0	904	3139	1935
ENSG00000164953	0	3	0	16	0	3
ENSG00000164961	3234	2229	1	886	368	2229
ENSG00000164967	2311	831	0	1176	1	831
ENSG00000164970	103	299	1	697	3008	299
ENSG00000164972	0	0	0	0	0	0
ENSG00000164975	3384	1174	8372	3042	4216	1174
ENSG00000164976	0	1	0	0	0	1
ENSG00000164978	2	403	0	273	183	403
ENSG00000164983	319	341	0	140	8	341
ENSG00000164985	6865	5677	11664	7113	3599	5677
ENSG00000164989	129	155	0	96	0	155
ENSG00000165006	2534	1866	5829	3040	3046	1866
ENSG00000165023	0	0	0	0	0	0
ENSG00000165025	0	0	0	0	0	0
ENSG00000165028	0	0	0	94	0	0
ENSG00000165029	0	0	0	0	0	0
ENSG00000165030	1092	11	0	371	0	11
ENSG00000165046	0	190	0	317	0	190
ENSG00000165055	390	331	27	256	1	331
ENSG00000165059	0	0	0	0	0	0
ENSG00000165060	626	493	2	507	66	493
ENSG00000165061	0	0	3	0	0	0
ENSG00000165066	0	0	0	0	0	0
ENSG00000165071	1421	1010	0	1207	1	1010
ENSG00000165072	0	0	0	0	0	0
ENSG00000165076	0	0	0	0	0	0
ENSG00000165078	0	0	0	0	0	0
ENSG00000165084	0	0	0	0	0	0
ENSG00000165091	0	0	0	0	0	0
ENSG00000165092	0	0	0	0	0	0
ENSG00000165097	12	1448	0	74	97	1448
ENSG00000165102	3862	8093	6598	3207	1172	8093
ENSG00000165105	0	0	0	0	0	0
ENSG00000165113	231	367	0	226	1	367
ENSG00000165115	311	288	3	15	0	288
ENSG00000165118	0	375	0	422	0	375
ENSG00000165119	28587	34140	39948	35534	31903	34140
ENSG00000165120	0	0	0	0	0	0
ENSG00000165121	83	0	0	0	0	0
ENSG00000165124	0	0	0	0	0	0
ENSG00000165125	0	0	0	0	0	0
ENSG00000165131	0	0	0	0	0	0
ENSG00000165138	1993	66	0	873	13	66
ENSG00000165140	0	0	0	141	0	0
ENSG00000165152	0	0	0	0	1	0
ENSG00000165156	720	667	0	462	2	667
ENSG00000165164	0	0	0	0	0	0
ENSG00000165168	0	0	0	0	0	0
ENSG00000165169	1870	3654	0	3091	3033	3654
ENSG00000165171	0	21	0	0	0	21
ENSG00000165175	1477	464	1390	1260	509	464
ENSG00000165178	6	42	0	22	55	42
ENSG00000165181	82	0	1	37	0	0
ENSG00000165182	0	0	0	0	0	0
ENSG00000165185	113	220	4	1094	1	220
ENSG00000165186	0	0	0	0	0	0
ENSG00000165188	0	0	0	0	0	0
ENSG00000165192	0	20	0	0	0	20
ENSG00000165194	0	0	4	0	0	0
ENSG00000165195	0	254	168	309	0	254
ENSG00000165197	0	0	0	0	0	0
ENSG00000165202	0	0	0	0	0	0
ENSG00000165204	0	0	0	0	0	0
ENSG00000165209	977	688	16127	2510	2548	688
ENSG00000165215	0	0	0	0	0	0
ENSG00000165219	1593	413	10	2143	3984	413
ENSG00000165233	775	1373	11	1599	1163	1373
ENSG00000165238	1	0	0	0	0	0
ENSG00000165240	514	95	1	667	1128	95
ENSG00000165244	0	200	0	132	0	200
ENSG00000165246	0	121	0	0	1	121
ENSG00000165259	0	0	0	0	0	0
ENSG00000165264	1001	1341	11	1282	0	1341
ENSG00000165269	0	16	0	0	1	16
ENSG00000165271	2086	1	29	243	2	1
ENSG00000165272	2240	3015	5	3225	2677	3015
ENSG00000165275	1423	686	29	654	2092	686
ENSG00000165280	10412	8207	183	8423	9500	8207
ENSG00000165282	332	204	4	661	1	204
ENSG00000165283	2998	5239	6877	2454	2338	5239
ENSG00000165288	6	173	0	331	0	173
ENSG00000165300	0	0	16	0	0	0
ENSG00000165304	0	1	0	0	0	1
ENSG00000165309	0	0	0	0	0	0
ENSG00000165312	420	516	20	413	1398	516
ENSG00000165322	327	209	3531	861	3	209
ENSG00000165323	1	0	4	0	0	0
ENSG00000165325	0	0	0	0	0	0
ENSG00000165338	0	17	0	0	0	17
ENSG00000165349	0	0	1	0	0	0
ENSG00000165355	1080	1261	29	1201	25	1261
ENSG00000165359	1248	1111	0	1913	552	1111
ENSG00000165370	0	0	0	0	0	0
ENSG00000165376	0	0	0	0	0	0
ENSG00000165379	0	0	0	0	0	0
ENSG00000165383	0	0	0	0	0	0
ENSG00000165389	3	988	0	460	1290	988
ENSG00000165392	0	410	2	44	591	410
ENSG00000165406	898	684	9	1075	9	684
ENSG00000165409	1	0	1	40	1	0
ENSG00000165410	171	58	42	50	2802	58
ENSG00000165416	1350	1705	7	1208	114	1705
ENSG00000165417	42	339	0	67	1	339
ENSG00000165424	89	1	0	0	0	1
ENSG00000165434	212	843	0	1564	1188	843
ENSG00000165443	0	0	0	0	0	0
ENSG00000165449	0	0	1	0	0	0
ENSG00000165457	0	0	0	0	0	0
ENSG00000165458	1791	1435	115	2745	42	1435
ENSG00000165462	0	0	0	0	0	0
ENSG00000165471	0	0	0	0	0	0
ENSG00000165474	0	0	0	0	0	0
ENSG00000165475	20	560	16	1322	2168	560
ENSG00000165476	611	2957	1	730	3441	2957
ENSG00000165478	0	0	0	0	0	0
ENSG00000165480	0	0	0	0	0	0
ENSG00000165487	1579	1180	3	1272	1230	1180
ENSG00000165490	0	0	4	0	0	0
ENSG00000165494	976	252	1692	1086	2330	252
ENSG00000165495	0	0	0	0	0	0
ENSG00000165496	0	0	0	0	0	0
ENSG00000165501	95	107	4	250	20	107
ENSG00000165502	9586	13238	6508	11140	9508	13238
ENSG00000165506	1663	1740	1	1342	871	1740
ENSG00000165507	0	0	0	17	0	0
ENSG00000165509	0	0	0	0	0	0
ENSG00000165511	0	0	0	0	0	0
ENSG00000165512	142	635	1	875	567	635
ENSG00000165516	4448	4067	173	2947	3553	4067
ENSG00000165521	0	1	0	4	0	1
ENSG00000165525	4591	2753	9993	4478	4969	2753
ENSG00000165526	1637	759	0	1248	1	759
ENSG00000165527	8206	12961	9571	11263	24620	12961
ENSG00000165533	0	7	0	0	0	7
ENSG00000165548	0	0	0	1	0	0
ENSG00000165553	0	0	0	0	0	0
ENSG00000165555	2	0	0	0	0	0
ENSG00000165556	0	0	0	0	0	0
ENSG00000165566	0	0	0	0	0	0
ENSG00000165568	0	0	0	152	35	0
ENSG00000165572	473	194	2	493	4	194
ENSG00000165583	0	0	0	0	0	0
ENSG00000165584	0	0	0	0	0	0
ENSG00000165588	0	0	3	1	0	0
ENSG00000165591	2721	1865	0	859	598	1865
ENSG00000165606	0	0	0	0	0	0
ENSG00000165609	542	1374	2	2315	1431	1374
ENSG00000165617	0	0	132	13	0	0
ENSG00000165621	0	0	0	0	0	0
ENSG00000165623	0	0	0	0	0	0
ENSG00000165626	0	0	0	0	0	0
ENSG00000165629	1901	3784	5	2924	2937	3784
ENSG00000165630	200	797	3078	580	7	797
ENSG00000165632	945	977	26047	2141	13887	977
ENSG00000165633	0	0	0	1	0	0
ENSG00000165637	5511	4034	23	4532	3827	4034
ENSG00000165643	0	0	0	0	0	0
ENSG00000165644	1	208	4	6	0	208
ENSG00000165646	0	41	0	0	0	41
ENSG00000165650	68	172	1	37	0	172
ENSG00000165655	0	0	0	0	0	0
ENSG00000165660	505	1	8	188	453	1
ENSG00000165661	46	239	103	589	30	239
ENSG00000165669	1350	1261	4	1005	0	1261
ENSG00000165671	1979	822	2	1428	2277	822
ENSG00000165672	3180	3210	5	4303	8124	3210
ENSG00000165675	828	1004	0	415	3103	1004
ENSG00000165678	3494	12698	26	7551	2255	12698
ENSG00000165682	0	0	0	0	0	0
ENSG00000165684	1	339	12	746	19	339
ENSG00000165685	0	0	0	0	0	0
ENSG00000165688	3560	2297	13	3705	3205	2297
ENSG00000165689	1617	1018	118	1540	698	1018
ENSG00000165694	0	0	0	0	0	0
ENSG00000165695	0	0	0	0	0	0
ENSG00000165698	0	20	2	40	0	20
ENSG00000165699	1459	1682	7	1883	2591	1682
ENSG00000165702	0	0	0	7	0	0
ENSG00000165704	1829	1249	51	1405	3625	1249
ENSG00000165714	638	511	0	752	18	511
ENSG00000165716	0	2	0	55	6	2
ENSG00000165724	745	2355	32	1591	2220	2355
ENSG00000165730	0	272	0	59	7	272
ENSG00000165731	0	0	0	0	0	0
ENSG00000165732	3432	3007	3	1793	7	3007
ENSG00000165733	1583	1704	1	1650	7	1704
ENSG00000165752	183	500	0	109	351	500
ENSG00000165757	0	0	0	0	0	0
ENSG00000165762	0	0	0	1	0	0
ENSG00000165775	346	3148	0	1008	989	3148
ENSG00000165782	6170	6114	3625	3622	4487	6114
ENSG00000165792	3516	2966	32	2249	496	2966
ENSG00000165794	0	0	0	0	0	0
ENSG00000165795	133	557	1	344	0	557
ENSG00000165799	0	0	0	0	0	0
ENSG00000165801	1	1	0	0	0	1
ENSG00000165802	4493	2372	16	7215	8734	2372
ENSG00000165804	442	103	0	43	0	103
ENSG00000165805	1	0	0	0	0	0
ENSG00000165806	2	325	0	369	0	325
ENSG00000165807	0	0	0	0	0	0
ENSG00000165810	0	0	0	0	0	0
ENSG00000165813	451	290	7549	639	4523	290
ENSG00000165816	0	0	0	0	0	0
ENSG00000165819	1088	933	0	1014	2867	933
ENSG00000165821	645	5	3	0	1288	5
ENSG00000165828	0	0	0	0	0	0
ENSG00000165832	800	157	0	0	19	157
ENSG00000165837	36	51	0	12	0	51
ENSG00000165841	0	0	0	0	0	0
ENSG00000165861	964	37	0	897	3603	37
ENSG00000165863	0	0	0	0	0	0
ENSG00000165868	0	0	7	0	0	0
ENSG00000165874	0	2	0	4	2	2
ENSG00000165879	956	2017	0	505	359	2017
ENSG00000165886	0	218	1	0	0	218
ENSG00000165887	0	0	0	0	0	0
ENSG00000165891	0	0	0	1	0	0
ENSG00000165895	0	0	0	0	0	0
ENSG00000165898	1686	2247	7248	1739	2518	2247
ENSG00000165899	0	0	0	0	0	0
ENSG00000165905	0	1	0	2	0	1
ENSG00000165912	0	0	0	1	0	0
ENSG00000165914	0	1	4	1	0	1
ENSG00000165915	358	1821	9	2466	2535	1821
ENSG00000165916	3881	4262	7398	4278	7831	4262
ENSG00000165917	114	0	0	38	0	0
ENSG00000165923	0	118	0	2	3297	118
ENSG00000165929	4225	4780	49	3920	4157	4780
ENSG00000165934	36	464	0	575	887	464
ENSG00000165935	0	0	0	0	0	0
ENSG00000165943	4009	1013	1	2564	2622	1013
ENSG00000165948	0	1	0	51	0	1
ENSG00000165949	0	0	0	0	0	0
ENSG00000165953	0	0	0	0	0	0
ENSG00000165959	0	10	0	0	0	10
ENSG00000165966	0	0	0	0	1	0
ENSG00000165970	0	0	0	0	0	0
ENSG00000165972	0	0	0	0	0	0
ENSG00000165973	0	0	0	0	0	0
ENSG00000165983	329	168	0	371	5025	168
ENSG00000165985	0	3	1	0	1	3
ENSG00000165995	142	149	0	222	324	149
ENSG00000165996	0	237	0	7	53	237
ENSG00000165997	589	2	0	96	0	2
ENSG00000166002	279	19	5	241	1	19
ENSG00000166004	1304	345	1	474	749	345
ENSG00000166006	0	0	0	0	0	0
ENSG00000166007	0	0	0	0	0	0
ENSG00000166012	1928	2368	9	1626	1107	2368
ENSG00000166013	0	0	0	0	0	0
ENSG00000166016	0	3	0	0	0	3
ENSG00000166024	125	306	1250	2305	462	306
ENSG00000166025	1	0	0	0	0	0
ENSG00000166033	0	0	0	0	0	0
ENSG00000166035	0	116	0	0	0	116
ENSG00000166037	3826	3364	10718	2595	782	3364
ENSG00000166046	1655	924	1	1392	1745	924
ENSG00000166049	0	0	0	0	0	0
ENSG00000166068	0	0	0	0	2	0
ENSG00000166069	0	0	5	0	0	0
ENSG00000166073	1	0	5	2	0	0
ENSG00000166086	325	0	0	129	0	0
ENSG00000166090	0	0	0	0	0	0
ENSG00000166091	0	0	0	0	0	0
ENSG00000166104	0	0	0	0	0	0
ENSG00000166105	251	38	8	292	0	38
ENSG00000166106	0	0	0	0	0	0
ENSG00000166111	0	0	0	0	0	0
ENSG00000166118	0	0	0	0	0	0
ENSG00000166123	0	2	1	2	0	2
ENSG00000166126	0	2	0	17	7	2
ENSG00000166128	2474	408	7308	1582	6	408
ENSG00000166130	287	244	54	382	2081	244
ENSG00000166133	5	1197	0	905	774	1197
ENSG00000166135	2218	1965	11	4219	1686	1965
ENSG00000166136	1784	1668	1948	1297	3589	1668
ENSG00000166140	304	513	0	387	25	513
ENSG00000166143	0	0	0	0	1	0
ENSG00000166145	0	1	0	0	0	1
ENSG00000166147	0	0	0	1	0	0
ENSG00000166148	0	0	0	0	0	0
ENSG00000166152	0	0	0	0	0	0
ENSG00000166153	0	0	2	138	0	0
ENSG00000166159	0	0	0	0	0	0
ENSG00000166160	0	0	0	0	0	0
ENSG00000166164	4602	4183	6326	2748	1803	4183
ENSG00000166165	0	23	2	0	0	23
ENSG00000166166	216	294	0	269	16	294
ENSG00000166167	63	329	0	591	911	329
ENSG00000166169	361	841	207	613	1836	841
ENSG00000166170	1842	1585	2	2103	8202	1585
ENSG00000166171	255	23	4	205	0	23
ENSG00000166173	0	1	0	0	0	1
ENSG00000166181	4039	4667	53	4176	1594	4667
ENSG00000166183	0	0	0	0	0	0
ENSG00000166188	752	198	0	509	9	198
ENSG00000166189	407	622	169	647	3	622
ENSG00000166192	0	114	0	0	1998	114
ENSG00000166197	1188	2535	5	2678	4971	2535
ENSG00000166199	107	460	0	188	403	460
ENSG00000166200	660	874	0	893	264	874
ENSG00000166206	0	0	1	1	1	0
ENSG00000166211	0	0	1	0	0	0
ENSG00000166220	0	0	0	0	0	0
ENSG00000166224	884	1780	612	1336	68	1780
ENSG00000166225	1	433	0	347	0	433
ENSG00000166226	2196	512	4344	1979	645	512
ENSG00000166228	179	273	0	441	2	273
ENSG00000166233	195	1432	0	1853	26	1432
ENSG00000166246	0	0	0	0	0	0
ENSG00000166250	542	0	0	0	0	0
ENSG00000166257	37	4	0	0	0	4
ENSG00000166260	1930	906	0	1286	356	906
ENSG00000166261	18	353	0	342	157	353
ENSG00000166262	92	1	0	301	0	1
ENSG00000166263	0	64	0	8	0	64
ENSG00000166265	0	0	2	1	0	0
ENSG00000166266	261	324	15	313	1444	324
ENSG00000166268	0	0	0	12	0	0
ENSG00000166272	344	1093	50	428	8	1093
ENSG00000166275	406	169	0	155	446	169
ENSG00000166278	18	6	0	0	0	6
ENSG00000166289	3992	2614	26	2876	1851	2614
ENSG00000166292	0	0	0	0	0	0
ENSG00000166295	14370	9942	11514	10112	9058	9942
ENSG00000166311	31	1637	1	2676	3172	1637
ENSG00000166313	15000	5462	14618	9402	3918	5462
ENSG00000166317	0	0	0	0	0	0
ENSG00000166321	9	72	0	0	4	72
ENSG00000166323	469	1	0	1	0	1
ENSG00000166326	7371	5064	15920	5341	2748	5064
ENSG00000166329	0	0	0	0	0	0
ENSG00000166333	285	111	0	192	782	111
ENSG00000166337	445	340	949	234	398	340
ENSG00000166340	7729	6098	9405	6934	28873	6098
ENSG00000166341	0	2	0	3	0	2
ENSG00000166342	0	0	0	0	0	0
ENSG00000166343	0	121	0	0	0	121
ENSG00000166347	363	639	8067	1094	675	639
ENSG00000166348	16	58	0	197	0	58
ENSG00000166349	0	0	0	0	0	0
ENSG00000166351	0	0	0	0	0	0
ENSG00000166352	240	101	0	0	0	101
ENSG00000166359	0	1	7	0	0	1
ENSG00000166363	0	0	0	0	0	0
ENSG00000166368	0	0	0	0	0	0
ENSG00000166377	1669	2627	2	2823	8792	2627
ENSG00000166387	13	1	0	8	0	1
ENSG00000166391	0	0	0	0	0	0
ENSG00000166394	0	0	1	0	0	0
ENSG00000166396	0	0	0	0	0	0
ENSG00000166398	587	1058	510	2449	4935	1058
ENSG00000166401	1153	119	0	428	0	119
ENSG00000166402	379	1	0	19	0	1
ENSG00000166405	1389	1276	0	1272	1159	1276
ENSG00000166407	0	0	0	0	0	0
ENSG00000166408	0	0	0	0	0	0
ENSG00000166411	1901	746	0	1060	3033	746
ENSG00000166415	0	0	0	0	0	0
ENSG00000166426	0	0	0	0	0	0
ENSG00000166428	0	0	0	0	0	0
ENSG00000166432	515	265	20	921	2	265
ENSG00000166435	1220	441	181	277	196	441
ENSG00000166436	0	163	4	234	0	163
ENSG00000166439	289	70	1	0	0	70
ENSG00000166441	8926	8101	9426	7598	2090	8101
ENSG00000166444	0	0	4	0	0	0
ENSG00000166446	1	308	0	0	5	308
ENSG00000166448	0	0	0	0	0	0
ENSG00000166450	0	0	0	0	0	0
ENSG00000166451	0	49	6	0	1	49
ENSG00000166452	3	637	8434	771	1666	637
ENSG00000166454	416	4375	1	2556	2361	4375
ENSG00000166455	0	0	0	0	0	0
ENSG00000166471	1333	1045	277	775	2	1045
ENSG00000166473	2	1	0	1	0	1
ENSG00000166477	1829	1805	0	2641	1563	1805
ENSG00000166478	2168	1226	6329	1338	4806	1226
ENSG00000166479	1224	83	6	1361	5177	83
ENSG00000166482	0	0	0	0	0	0
ENSG00000166483	822	661	17	235	832	661
ENSG00000166484	52	884	74	1003	1714	884
ENSG00000166492	1	0	0	0	0	0
ENSG00000166501	11213	3440	6415	5795	8332	3440
ENSG00000166503	604	2145	4	561	47	2145
ENSG00000166507	199	146	0	111	1	146
ENSG00000166508	9676	6037	3	7132	3753	6037
ENSG00000166509	0	0	0	0	0	0
ENSG00000166510	0	0	0	0	0	0
ENSG00000166523	0	0	0	0	0	0
ENSG00000166526	3329	1017	5	1822	1	1017
ENSG00000166527	0	0	0	0	0	0
ENSG00000166529	109	258	0	232	1	258
ENSG00000166530	0	0	0	1	0	0
ENSG00000166532	1009	1851	3	1036	0	1851
ENSG00000166535	0	0	0	0	0	0
ENSG00000166546	0	0	0	0	0	0
ENSG00000166548	15	0	0	57	24	0
ENSG00000166557	505	1145	1	2084	590	1145
ENSG00000166558	0	0	0	0	0	0
ENSG00000166562	2354	2186	23	2270	1346	2186
ENSG00000166569	0	0	0	0	0	0
ENSG00000166573	0	0	0	0	0	0
ENSG00000166575	0	126	0	234	0	126
ENSG00000166578	0	0	0	0	0	0
ENSG00000166579	2059	1691	3	3418	2334	1691
ENSG00000166582	225	98	3	844	0	98
ENSG00000166589	0	0	0	0	0	0
ENSG00000166592	0	0	0	0	0	0
ENSG00000166595	3020	3390	5627	3781	3756	3390
ENSG00000166596	0	0	0	0	0	0
ENSG00000166598	15028	12522	9860	12104	15897	12522
ENSG00000166603	0	0	0	0	0	0
ENSG00000166619	2588	3108	1	5271	4697	3108
ENSG00000166634	0	0	0	0	0	0
ENSG00000166664	0	0	0	0	0	0
ENSG00000166669	1709	299	1	389	0	299
ENSG00000166670	0	0	0	0	0	0
ENSG00000166676	7	15	0	6	0	15
ENSG00000166681	1495	982	6	1310	899	982
ENSG00000166682	0	0	1	0	0	0
ENSG00000166685	3537	1658	216	1620	9989	1658
ENSG00000166689	0	1	0	0	0	1
ENSG00000166693	0	0	1	0	0	0
ENSG00000166704	318	832	0	378	0	832
ENSG00000166707	0	267	1	19	0	267
ENSG00000166710	362013	355234	375188	325913	476875	355234
ENSG00000166716	1426	307	19	1220	31	307
ENSG00000166734	1686	391	1	427	7	391
ENSG00000166736	0	0	0	0	0	0
ENSG00000166741	0	0	0	0	0	0
ENSG00000166743	0	45	0	0	0	45
ENSG00000166747	36	1228	29	540	516	1228
ENSG00000166750	9494	4637	1470	5395	9108	4637
ENSG00000166762	33	31	1	157	0	31
ENSG00000166763	0	0	0	0	0	0
ENSG00000166770	0	155	1	65	0	155
ENSG00000166780	73	361	1	457	1648	361
ENSG00000166783	4031	2802	601	5399	4917	2802
ENSG00000166787	0	0	0	0	0	0
ENSG00000166788	82	1362	0	199	2490	1362
ENSG00000166793	0	220	0	108	0	220
ENSG00000166794	1561	1887	2090	2045	2955	1887
ENSG00000166796	0	0	0	0	0	0
ENSG00000166797	903	1572	1	1429	3103	1572
ENSG00000166800	0	19	0	26	1	19
ENSG00000166801	35	928	5	754	630	928
ENSG00000166803	1	1	0	0	1	1
ENSG00000166813	0	0	0	0	0	0
ENSG00000166816	0	0	0	1	0	0
ENSG00000166819	0	0	0	0	0	0
ENSG00000166821	11	174	0	15	0	174
ENSG00000166822	2888	2308	9718	1451	2727	2308
ENSG00000166823	0	0	0	0	0	0
ENSG00000166825	0	0	0	27	0	0
ENSG00000166828	0	0	0	0	0	0
ENSG00000166831	1	0	1	1	2	0
ENSG00000166833	0	0	1	1	1	0
ENSG00000166839	62	99	595	307	151	99
ENSG00000166840	0	0	0	0	0	0
ENSG00000166845	0	84	1	92	0	84
ENSG00000166847	182	2952	2	1632	1539	2952
ENSG00000166848	5164	4189	1582	3354	4219	4189
ENSG00000166851	1	22	4	1	2	22
ENSG00000166855	1891	1714	25	2933	1435	1714
ENSG00000166856	0	0	0	0	0	0
ENSG00000166860	616	388	0	625	0	388
ENSG00000166862	0	0	4	0	0	0
ENSG00000166863	4	0	1	23	0	0
ENSG00000166866	0	0	0	0	0	0
ENSG00000166869	0	0	0	0	0	0
ENSG00000166881	1	152	0	1526	1188	152
ENSG00000166884	0	0	0	0	0	0
ENSG00000166886	657	854	5986	896	0	854
ENSG00000166887	2164	1796	6	3550	2736	1796
ENSG00000166888	8330	8454	5473	12576	6562	8454
ENSG00000166889	4232	1750	3	2247	1501	1750
ENSG00000166896	389	91	0	251	205	91
ENSG00000166897	0	0	0	0	0	0
ENSG00000166900	1064	1470	0	641	0	1470
ENSG00000166902	1119	1357	11	1575	1934	1357
ENSG00000166908	397	830	385	1815	4323	830
ENSG00000166912	111	258	4	352	5	258
ENSG00000166913	18917	27892	9325	16112	30643	27892
ENSG00000166917	0	0	0	0	0	0
ENSG00000166920	0	0	0	10	0	0
ENSG00000166922	0	0	0	0	0	0
ENSG00000166923	0	0	16	0	1	0
ENSG00000166924	0	0	0	0	0	0
ENSG00000166925	4540	3443	7125	3552	3050	3443
ENSG00000166926	0	0	0	0	0	0
ENSG00000166927	0	0	14	0	0	0
ENSG00000166928	0	0	0	0	0	0
ENSG00000166930	0	0	0	0	0	0
ENSG00000166938	10	1023	8238	1717	3715	1023
ENSG00000166946	5984	6862	13233	8740	8927	6862
ENSG00000166947	0	0	0	0	0	0
ENSG00000166948	0	0	0	0	0	0
ENSG00000166949	1538	1939	7	1957	52	1939
ENSG00000166959	0	0	0	0	0	0
ENSG00000166960	0	0	0	0	0	0
ENSG00000166961	0	0	0	0	0	0
ENSG00000166963	3	54	1	0	0	54
ENSG00000166965	524	41	0	939	7	41
ENSG00000166971	4772	1713	2	2161	1698	1713
ENSG00000166974	3376	3232	21	6817	403	3232
ENSG00000166979	90	334	0	359	3701	334
ENSG00000166984	0	0	0	0	0	0
ENSG00000166986	6567	3127	38	3378	4706	3127
ENSG00000166987	1553	1445	0	1616	2811	1445
ENSG00000166997	514	376	0	376	260	376
ENSG00000167004	5653	7289	81	8636	5442	7289
ENSG00000167005	347	519	10	765	774	519
ENSG00000167011	0	0	0	0	0	0
ENSG00000167014	0	0	0	0	0	0
ENSG00000167034	191	282	0	25	0	282
ENSG00000167037	0	1	1	17	0	1
ENSG00000167046	1	0	0	0	0	0
ENSG00000167065	252	297	1	560	1123	297
ENSG00000167074	261	338	0	6	0	338
ENSG00000167077	1002	1126	6746	2283	2601	1126
ENSG00000167080	0	0	0	0	0	0
ENSG00000167081	775	22	1	199	0	22
ENSG00000167083	361	0	4	0	0	0
ENSG00000167085	2012	1344	4	1706	240	1344
ENSG00000167088	842	2862	9	1446	2759	2862
ENSG00000167094	0	0	0	0	0	0
ENSG00000167098	0	0	0	0	0	0
ENSG00000167100	0	0	0	0	0	0
ENSG00000167103	1	161	1	0	0	161
ENSG00000167104	0	0	0	0	0	0
ENSG00000167105	0	0	0	0	0	0
ENSG00000167106	5928	5509	98	5566	5929	5509
ENSG00000167107	65	238	0	95	4	238
ENSG00000167110	1600	742	33	984	79	742
ENSG00000167112	613	962	11	1286	5	962
ENSG00000167113	1273	1543	6	1179	4973	1543
ENSG00000167114	471	209	0	416	0	209
ENSG00000167117	0	0	0	0	1	0
ENSG00000167118	408	2312	8	1359	2839	2312
